,gates,n_gates,sizes,seed_offset,perfect_circuits,loss_target,learning_rate,depth,weights,l1_lambda,l2_lambda,dropout_rate
38,XOR,1,3,39,[35],0.01,0.001,2,,0.0,0.0005,0.0
39,XOR,1,3,40,[85],0.01,0.001,2,,0.0,0.0005,0.0
40,XOR,1,3,41,[39],0.01,0.001,2,,0.0,0.0005,0.0
41,XOR,1,3,42,[12],0.01,0.001,2,,0.0,0.0005,0.0
42,XOR,1,3,43,[20],0.01,0.001,2,,0.0,0.0005,0.0
43,XOR,1,3,44,[68],0.01,0.001,2,,0.0,0.0005,0.0
44,XOR,1,3,45,[52],0.01,0.001,2,,0.0,0.0005,0.0
45,XOR,1,3,46,[52],0.01,0.001,2,,0.0,0.0005,0.0
46,XOR,1,3,47,[60],0.01,0.001,2,,0.0,0.0005,0.0
47,XOR,1,3,48,[12],0.01,0.001,2,,0.0,0.0005,0.0
48,XOR,1,3,49,[52],0.01,0.001,2,,0.0,0.0005,0.0
49,XOR,1,3,50,[45],0.01,0.001,2,,0.0,0.0005,0.0
50,XOR,1,3,51,[89],0.01,0.001,2,,0.0,0.0005,0.0
51,XOR,1,3,52,[45],0.01,0.001,2,,0.0,0.0005,0.0
52,XOR,1,3,53,[85],0.01,0.001,2,,0.0,0.0005,0.0
53,XOR,1,3,54,[34],0.01,0.001,2,,0.0,0.0005,0.0
54,XOR,1,3,55,[5],0.01,0.001,2,,0.0,0.0005,0.0
55,XOR,1,3,56,[92],0.01,0.001,2,,0.0,0.0005,0.0
56,XOR,1,3,57,[63],0.01,0.001,2,,0.0,0.0005,0.0
57,XOR,1,3,58,[32],0.01,0.001,2,,0.0,0.0005,0.0
58,XOR,1,3,59,[40],0.01,0.001,2,,0.0,0.0005,0.0
59,XOR,1,3,60,[43],0.01,0.001,2,,0.0,0.0005,0.0
60,XOR,1,3,61,[85],0.01,0.001,2,,0.0,0.0005,0.0
61,XOR,1,3,62,[41],0.01,0.001,2,,0.0,0.0005,0.0
62,XOR,1,3,63,[64],0.01,0.001,2,,0.0,0.0005,0.0
63,XOR,1,3,64,[32],0.01,0.001,2,,0.0,0.0005,0.0
64,XOR,1,3,65,[85],0.01,0.001,2,,0.0,0.0005,0.0
65,XOR,1,3,66,[32],0.01,0.001,2,,0.0,0.0005,0.0
66,XOR,1,3,67,[85],0.01,0.001,2,,0.0,0.0005,0.0
67,XOR,1,3,68,[107],0.01,0.001,2,,0.0,0.0005,0.0
68,XOR,1,3,69,[30],0.01,0.001,2,,0.0,0.0005,0.0
69,XOR,1,3,70,[117],0.01,0.001,2,,0.0,0.0005,0.0
70,XOR,1,3,71,[108],0.01,0.001,2,,0.0,0.0005,0.0
71,XOR,1,3,72,[85],0.01,0.001,2,,0.0,0.0005,0.0
72,XOR,1,3,73,[26],0.01,0.001,2,,0.0,0.0005,0.0
73,XOR,1,3,74,[119],0.01,0.001,2,,0.0,0.0005,0.0
74,XOR,1,3,75,[87],0.01,0.001,2,,0.0,0.0005,0.0
75,XOR,1,3,76,[13],0.01,0.001,2,,0.0,0.0005,0.0
76,XOR,1,3,77,[36],0.01,0.001,2,,0.0,0.0005,0.0
77,XOR,1,3,78,[45],0.01,0.001,2,,0.0,0.0005,0.0
78,XOR,1,3,79,[4],0.01,0.001,2,,0.0,0.0005,0.0
79,XOR,1,3,80,[13],0.01,0.001,2,,0.0,0.0005,0.0
80,XOR,1,3,81,[80],0.01,0.001,2,,0.0,0.0005,0.0
81,XOR,1,3,82,[52],0.01,0.001,2,,0.0,0.0005,0.0
82,XOR,1,3,83,[85],0.01,0.001,2,,0.0,0.0005,0.0
83,XOR,1,3,84,[51],0.01,0.001,2,,0.0,0.0005,0.0
84,XOR,1,3,85,[131],0.01,0.001,2,,0.0,0.0005,0.0
85,XOR,1,3,86,[97],0.01,0.001,2,,0.0,0.0005,0.0
86,XOR,1,3,87,[99],0.01,0.001,2,,0.0,0.0005,0.0
87,XOR,1,3,88,[42],0.01,0.001,2,,0.0,0.0005,0.0
88,XOR,1,3,89,[55],0.01,0.001,2,,0.0,0.0005,0.0
89,XOR,1,3,90,[30],0.01,0.001,2,,0.0,0.0005,0.0
90,XOR,1,3,91,[27],0.01,0.001,2,,0.0,0.0005,0.0
91,XOR,1,3,92,[167],0.01,0.001,2,,0.0,0.0005,0.0
92,XOR,1,3,93,[17],0.01,0.001,2,,0.0,0.0005,0.0
93,XOR,1,3,94,[52],0.01,0.001,2,,0.0,0.0005,0.0
94,XOR,1,3,95,[78],0.01,0.001,2,,0.0,0.0005,0.0
95,XOR,1,3,96,[106],0.01,0.001,2,,0.0,0.0005,0.0
96,XOR,1,3,97,[69],0.01,0.001,2,,0.0,0.0005,0.0
97,XOR,1,3,98,[27],0.01,0.001,2,,0.0,0.0005,0.0
98,XOR,1,3,99,[22],0.01,0.001,2,,0.0,0.0005,0.0
