epoch,circuit_counts,avg_sparsities,total_circuits,train_loss,val_loss,l1_lambda,l2_lambda,dropout_rate
1,[0],[0.0],0,0.2589084018021822,0.239902064204216,0.0,0.0,0.0
2,[0],[0.0],0,0.2454482030123472,0.23778831958770752,0.0,0.0,0.0
3,[0],[0.0],0,0.2390173338353634,0.23269787430763245,0.0,0.0,0.0
4,[0],[0.0],0,0.23189383670687674,0.22414301335811615,0.0,0.0,0.0
5,[0],[0.0],0,0.2233561672270298,0.21436558663845062,0.0,0.0,0.0
6,[0],[0.0],0,0.21382976844906806,0.20412516593933105,0.0,0.0,0.0
7,[0],[0.0],0,0.20293190702795982,0.19347675144672394,0.0,0.0,0.0
8,[0],[0.0],0,0.19176616370677949,0.1828184574842453,0.0,0.0,0.0
9,[0],[0.0],0,0.1811501432210207,0.1738734096288681,0.0,0.0,0.0
10,[0],[0.0],0,0.17249123491346835,0.16736873984336853,0.0,0.0,0.0
11,[0],[0.0],0,0.16504110284149648,0.16200579702854156,0.0,0.0,0.0
12,[0],[0.0],0,0.15718799270689487,0.15519976615905762,0.0,0.0,0.0
13,[0],[0.0],0,0.14785684794187545,0.1465480923652649,0.0,0.0,0.0
14,[0],[0.0],0,0.13611529413610696,0.13518431782722473,0.0,0.0,0.0
15,[18],[np.float64(0.16666666666666663)],18,0.12248772606253625,0.12211921066045761,0.0,0.0,0.0
16,[5],[np.float64(0.16666666666666666)],5,0.10797474421560764,0.10822349041700363,0.0,0.0,0.0
17,[2],[np.float64(0.16666666666666666)],2,0.0932724105194211,0.0926789790391922,0.0,0.0,0.0
18,[5],[np.float64(0.16666666666666666)],5,0.0774388711899519,0.07355725020170212,0.0,0.0,0.0
19,[9],[np.float64(0.16666666666666666)],9,0.057965430058538915,0.0520256832242012,0.0,0.0,0.0
20,[11],[np.float64(0.16666666666666669)],11,0.039793206052854656,0.03424685075879097,0.0,0.0,0.0
21,[16],[np.float64(0.16666666666666666)],16,0.024731781287118792,0.019851133227348328,0.0,0.0,0.0
22,[18],[np.float64(0.1759259259259259)],18,0.013429841911420225,0.009938422590494156,0.0,0.0,0.0
23,[14],[np.float64(0.17857142857142855)],14,0.006301567202899605,0.004207939840853214,0.0,0.0,0.0
